sentence	label
ittt's playeD in the most strraght-faedd faShioN, with littleee humor to LiGHteN thhings up	0
a dumb move with duMb chrars doiiing duMB thNGs and you have tooo Be really dumb not To see wheRe ths is going	0
wd vtrlly no interesting eMnts frorrr an audiencE tO focs on, chelseaaaa walls is a tRiplE-espreSsO EndURANCe challenge	0
dene with crhtERs and containsssss SoMe thrilling mmnts	1
As unseemly aS itssss tilte SguestS	1
it's llike watching a nighTmaRE made flesh	0
mionirty rttttt ISS exactly whaT tHE tttleeeeeeeeee indciaets, a report	1
it's hard to lk Aa FiMLM aboutttt a Guy whoo iis utterly nlIebe, And siner, satrring michLll cAInE As aN aGG birtsih boxng promoter desperaaaate for A taSTe of Fame aNd fortune, is ceRctaINlY that	0
aN eTNranNg, clful, action-filled crimE story withhh aN InTaTe HeArT	1
fOr thsssss reason and this reason only - theee poWeR of itss owNnn staft, hoiTy-ToiTy convictiOns - chelsea walls devvss a Ml	1
it jUst may inssspiiiiiire a few yonger moviegoErs to read stveesnon's bOOk, wHicH is a tSre n anD offfffffffffff itself	1
BasIcally a static series of sme-imiprovised (and semi-coherenttt) rrrss btwEENnn the stars	0
 with  thE bOuRNe ntty We return to the more traditional acTion GeNrEEe	1
it's so good tHaT its rElenTlesS, plisohed wit cn withstand not only It school productions, BuT eVn OlvIer parkerrrrrr's me aDatTttTtttn	1
chokes oN itss oownn depiction of upper-cRUst dECoRUm	0
whilE there's sOMething intricially funny aaaaaabout Sir anhony HopkiNS syg  get iN te CaR, BiTch,' THs jrery brukhcieemr prOductioN hs LIttLe else to ofefr	1
aaa rewdiNgG wOrK of art for only tHe moSt P8ient and challenge-hungry mvigrs	1
dIreCtEdDD innnnn a pint-by-nubrms manner	0
k-19 exploitS or substl collective fearrr f nUclear holocaUsT to gENeR8E chepp hollywood TnsoN	0
AT its besT, queen is cAmpyyyY FuN lke thE vincent prce hororr clssicss of the'60s 	1
iT's a mmuchhhh more emoTiOnal journey tHn wh8 shyamaln hass givn us in hS past two movs, and giiiiiiiibsson, stepping in 4 bruce wills, Is the prfct ACTOR to takE Us on thE tRip	1
the quality of the art cOMBIned wId the HUMoR and iNtllgnCe oF the script allw de filmmakers to pRESeNt THe bibliCaLllllll messageeee of 4ivnss wiTHout It ever bEcOMing perachy or Syrupy	1
cll???	1
dlEiIiirIuosly funy, fast and looseeeeeee, acecsisble to De uninitted, anddd fulL OfffffF sUrprises	1
even with a gReen mohwk and aaa ShEet of fire-red flame tattoos cOveRing his shoulder, hwevr, kilmer sEEmS to bee posng, rrratehr than ActING	0
tHE storyy ANd the friendship PrOcedes iN sch a wayyyy that you're w8ching a SoaPpp OperA raTHEr than a chronicleeee of theee ups and dwons tht acmany lilggg frEdShs	0
at A tme when hAlf the sO-cllEaD real mOviES ARee little mOre dan live-action catornos, it's refreshing to se a cartoon that kNows wHat iT isssssSs, and kns the frm's history	1
De old-world - meeets-newwWw Mesh IS incarnated in the moviee'SSSs SdTrcK, A jyl effusion of dsico BolLywOoD thaT, by the eenddd offff monsoon wEddiNg, snt My SpiRit soaaaaringgggggggggggg out Of The tHeAteR	1
joneS  dooes Ffr a brutal 4m of chrsma	1
iTs well of thOrn and vinegar (and simple humanity) has Long been pLnderd By cimilar wRks faturng the insight aNd puCnHHHhh this pICTURe so conspcsly LACKS	0
travels A fascinatingggggggg ARc fRom hope and euphoria to ReAlity and DisIllusionmenT	1
seVriNG saa des n't ServE upPppppp a whole lt of lauGhS	0
the srt of film th8 mkaes me miss hitchcok, but lso feEL oitmc THtT dere's hp Fr popular cnma YEttTTttT	1
fn, flip and terribly hp bit Of cinematic ENttterTaIInnnment	1
the x potin GiveS the quiCkLy named bsom, bubbles aND buttercup suuupernaaatural powers ThT include extttraordinaary strength AND lasEr-bEam eys, which unfortunately do n't enle them to discern FlISyYy scenps	0
theeee wilD dornberrys mvie is A joooolly surprse	1
eEenterinS by providing god, livEly company	1
aaa DENSEly cONStUrctEd, highly referential fIlm, and an audacious return tooooo frmMMmMMm tat can commmmmrtbly Sit among jean-luc good's FnET worrrkkkkkkkkk	1
wHaT waS oncccee ORiginaL Has been co-opted S fqy t8 it now Seems pedestrian	0
the sy and srctuE are wlle-ohnd.	1
macdwlolll, whose wifttyyyy suothern charmm hs anchored lighter aFfairS  brings aN absolutely RivetinG CCooNvIctiOn to herrrrrrr Roe	1
AN intriguinggggg cinematic omnibuss and round-robin that occasionally s MorE intresting in ccPT than In ExCutiOn 	1
the second coming of haRRy potter is aaa film far sipor to its prCSsOR	1
if you caNn stomach the rOugH content, it's worth cehckigng out for de performaaanecs alone 	1
a WArm, funny, enGaging film	1
i'l BEt the video gamme is a lott mmmmmmore fun than the film	0
the besT Fm About bball to hit theaters since field off dReamS	1
it is gettttt summer fn to watch aronlddd and his bddy gerld bounceee off a quky caSt of chaRacters	1
comPte lack of OrIgNIaLTIy, cleernss OR evEnn vLEEeeee efort	0
asme creatures, be8haig scenery, nd pcc batle scenes Add uP to another ` spectacular spetcacle	1
all-n-alill, te fILM s an enjoyable anDdd FrnklaY tD taleeee off a people wHoo live amongg us, butt nT nEcessarILy with us	1
hit and miss As fAR as the Comedy goes anD a big ole' miss in dE way of soRty.	0
2 mucH of it feelsss uNfOcUSed anddddD underdevelopppedd	0
a deep and meaninfgul film	1
bt it cd havee bn wrse	0
THat's Pur pr hype	0
A painfully fUnNy ode to bad behavior	1
yu'll gasppp appalled aNd lAuGH OuTRaged And possibly, wachng the spectacle of a prminggggg young Lad treag DeSper8lY innnnn a nsty sea, shed an erranttt tear	1
lIoTTA pUtt on 30 pnds fr the rR, aND hAS completely TransfORMEd hismeflff fromm His smooth, goodfellas image	1
a beguilng splaSh ofFf pastel colors and prankissssshhh COmedY FrOmm DisNEy	1
it provessss kuite cmpelng as aN intenEeeeee, brdig character study	1
an unWisE amalgamm of broadcast nWS and vibs	0
utterly lacking in charm, Wit and invention, roberto BeNiGNi's pnoccho is an astonishingly bad FIIiIIiiIlM	0
nd that leaves aaaA hOLe in thee ceNTerr of thhe salton Sa	0
ThE ch8eau clvrly proes THEe CroSs-culTUralllLLL diFfereNces BetweeN ggggggausss and yanks	1
broomfield turs hIs distinctive ` blundering' stTttYyle into something th8 could really help clear up the cccccse	1
a pleasant enoUgh romNcE witH IntellEcTuaal UnderPINNIngS, tHe kInd of movie th8 enteRtaINS eveN assssss it TRNS maddeningly preedictaableeeeeee.	1
wh8 really makesssss it Specal iS tHat it PLuls us into is woRLd, gives US a heooro wwhose sufferIg andd triumphs wEeeE cn share, surrons HM wH interesting cHarActErs anddddd sends usssssss out of the TheateR feeling we've shared a grT advtnure	1
with theee eeeeexcptnn of SoMe fleetingly aCng improvissattttiiions by cDrc de ennNteRtAinerr as perrY's boss, TheReEE IS n't a redEmig mmnt hre	0
hvaNig hadddddd ThE good sensE Too cast actors WHo are, generallly sspeeeakinggg, AdrEd by the movie-giogngg ppppublic, KhoUri tHEnN gts treirfic perForMaNces fromm Them alllll	1
 a boing pppparAde of talking heads aND technical gIbBISh thaT wiilll do little to advance the liunx caUuuUuse	0
it's Of the quality of a lesser hRiSn 4dddddddd mOve - SIks dys, svennnnnnnnnnnnnn nigths, maybeee, orR th8 DrEaDfUl sabrina rme.	0
if you enjoy more thgtfl comediES with intEErstIng cnflctd cHRactrS ; dis one Is for y	1
the most hopelessly mononts film oF the yeAR, noteworthy oly fr the gIk oF beinG fIlmEd as aa single unbroken 87-MInUteEee take	0
it deservess to be seen by anyonE with evVvennnN a passing iterestttttt in the eVEntts shaping the wrLD beyNod tttheir own horizOns	1
in an effort, i sspuect, not To offend BY appearing ethr 2o serious or 2o lighthearted, it offends by jt BeIng wishy-washy	0
No wAy I can belIeve this load of junk	0
three Is a faribcc of copmlex ideasss here,,, aND feelings that profoundly DeePen thm	1
thIS tenth featre is a big deal, indeEd - At LEsAT the third-best, and maybe even a notch above theeeeeeeee previous rUnne-p, nichloas myyrrrr's stAr trek v : tHe unnnDIiscooVEredDd counnnnnnnttry	1
nt oNlY unfunny, bUt downrighttttt repeLlENt	0
wwworrks hARd to EsTBish roundedd ChrtErs, but ThN hs nothing Fresh or pPpPpparticluarLy iNtEresting to SaYyy abOut them	0
jt oneeEeE bad idea affteeeeeerr anOTher	0
 turns so unforgivably tRIte in its lAst 10 mmmInutes ThAt aynnn withoutt a frfd SwEEet th Will likely go into sgar shhhck	0
his coedy premises are Ofetn hackneyed orrr jUst plain crde, calcul8d to provookeee sOhcKd lAughter,, wiThOUt following uPppPp On a deeper level	0
(ns) directed te stage vern of eelling, And GEts fine preformances from his two leads wo oRIgNed tttthe characters on stage	1
a swAshbukLing tale OF lve, betrayal, rvvene and aBovE all, fiIIih	1
4 MIe lovers as Well as opera LoveeRSs, tsoca is a realll treeatt.	1
thE fim iss quiet, dretning and unforgettable	1
TherE isss nO pelausre iN wc8hing a Child suffEr	0
jsaon kss is pOiStively anti-draiwnIAn : nine sqeuels and 40000 years later, the teens are none the wiser and jan stlll kilLs onnn At-IlptTt	0
stalagg hArVard ASpiers to commmmmmedic GrAnD lrcNy but stndss cvocted OF nothinG meeeeeeee ThaN petTy Thft of your time	0
(d) oeS n't BOther being As clOyinG oR PreAhCyyYY aS equivalent evangelical cHriStian movies - maybe tHe filmmakersssss know THAtTt the LikeLy auidence wl aalreaaaady be among de faithful	1
dispalinyg abot kul amounts of naiveté, passion and tlaetnt, beneaathhhhhhh clouds establishes sneNnnn asSsss a fIlmmer of considraebelee pOtENTiAL	1
` esly myy cohiece for one of deeeee year's BEST films'	1
aaaaaa very lng MVEeE, dull In strethces, wh etnrly 2o muh focus on ml PReparation aanddd igl construction	0
as a FiRsT-Time director, paxton has tapped smethng n hismelf as an actorrrrrr tht provides frAIlty Wih iTs dark soul	1
it's a grab bag Of genres that do n't add upp to a whole lot of SEnSe	0
Istd OF hidIng pinoccHIoo from critcis, mIrMAaX ShlddDd have hidden it fRoM evryone	0
PoRten2us aND prteeniotuss, the weight of waterrrrrr is appropri8ly titled, given tehee heay-vhadndeenss of it drama	0
AltOgether, this is successful as a film,, while at ThE same time beingg a most toucHIng reconsideration of The flr msatepriecee	1
THeRe haSSsssSssss AlwaYs beeen sMHng liblee abOut the markuis de sAde	1
the humor iS forcd and heavy-handedddddd, and occnslly smplyyy unpelasant	0
without ever bcmnggg didaTcIc, diretcor carlosss carrera xpty weaves THIs novelistiCcc sty of enAntgLed interrelationships andddd ComPleX morlity	1
patwayy throgh wAtchiNg this sacChaaArinEe, easter-egg-CccColorEd concoction, you realize that it is made up offf threeee episodes of aaa RejeCtd tvv shwwww	0
4 the mOt part, it'ssssss a work of incEndiarY gens, strg clEaR of knEe-jerk rectaionssssss and quick solutions	1
thee SpEIllLlLLlll effeects anD many scenes of wightlsess lookk as god or btter than In tHe orggginnnnlll, wie the oScar-WinNIng sound and jamesssss horner's rouCIng score make gOod use offf theeeeeeeeeee hetfyyyy AUdIO system	1
nnnotttt snC FrdEdy gt fingered HAS aaa mjr rlesassse been So PaINFul To siT thh	0
the moviee is what happns when yu blow up small pOTAtoes to 10 Timesss theiR natural size, and itt a n't preTTy	0
wee hve n't seen such hility Sne say it is N'T so!	1
TOOoo cAlL teee otther sideee of HevN  appalling would be tO undrtsim8 just hW dangerous enteratimnents lke it CAn be	0
nOthing is SaaCareeEd in this gut-buster	0
Feels haphazard, s iffff the Writers mistakenly thoUGGht thy could achIeVe annnnn air oF fraTnic spontaneity by simply toscing In lOts OF charActeRs DONg sillyyyy sutff aND stirig tehEE ppt	0
Trs to add soe spice 22 its quIrky snetiments butt the taste is all 2o fmialiar	0
att iTs WorStt, it implodes in a seRieS of very bad sPecIalLlll efts 	0
wid tightly orgaNiZeD efficiency, numrs FslHbCks and a cOSntnatttt edge OF tension, mlr'ss film iS one of 2002's involvNigly aDuLT SurPrISeS	1
a ge8 nSbeElee cst caa n'T Lift thhis hearftlet enterprise out oF theeeee familiar	0
a warm bt rEaliStIc mEdTtN On frdspp, family and affection	1
at TimESssssss, the suspense iS PalpABLEeeeeEee, but by the end there's a sesne D8 the crux of the mystery hinges on A tchnclity thAT sratins CURlTy and leveas tHee vewr hanutedddd by the wtE offf potential	0
while the residnet evil games myyy haVeee set NEwwwWww stanardds fOr drills, supsnESe, And gore fr videoo games, the mve ReaLLY onLy suceds in the third oF these	0
iT's a remarkably slidd and subtlyyy sTiRl tOurRRrr Dee force	1
director AndrEw nccl demonstr8es A wrYYyy unDErSTAnndIing of the QuIrkS of FeeEeeEeee 	1
when leguizamo finally plugged an irritating cratr l in the movIe.	0
thekids will prbbly stAy amusuedddddddd at tHE kalscope of bg, colorful ChaRacTerS	1
mattei is tiresomely graveeeeeeeeeeeeeeeeeeeeee and lonG-wiNDeD, asssssS if circularity itself InDiCaTeD prOfdTY	0
 plays liKe someboDy splicEd random moments of a chrssssss roCk routiNe into wHat is otherwise a clh-lddd but sfseioosss sPy thriller 	0
an overemfatic, would-be wakY, ultimately tdiuS sex farce	0
It all addsssssss up to good fnnnn	1
whether wrte-dirctr anne fntin's FiLm is A ghst s2ry, An AccOUnt of a nervous breakdown, A trip down memory lne, all thrEe or nonE of de aBove, itTt is AS seudcitve as it is haunting	1
anothr in-Your-fAce wallow in tHe lwr dpts made byyyyyyyy peple who havE neveeerr sung those blues	0
a vry well-made, funny andd entertaining picture	1
it's WthHh seeinggggggg just on the basis of ttthte wisdommmmmm, And at tMs, The satrlting opptimismmmmmm, of Ttheee children	1
despite its title, pnchdk love is NEr heavy-handed	1
if dIreCtOR michAel dowsee OnlLlLY SuperfISIALly undrsetands his characteers, he des nt hold tm in COntemPtttt.	0
it's refreshing to se a gr-powr mOv tht DoES n'T feell it Has to prove aNyTHinggG	1
the film may appear nkead in itsssss nRrtIVE fOrm  but it gos depr than tHAt, to funaetl chis that InclD the compleksity F tHE catholic dctrnnn	1
HowevEr iittt may pleAsE those who love MvIOes THat blare wth poppp songs, yG scNce fiction fns will stompppp away in disgust	0
as vlgr aS it is bnaal	0
zhg  has done an Ang job Of gettig relAistic performancesssss from hs mnly nonprofescional ctT	1
oUteR-spAcE BuFFs mght lve ths film, bt others wILl FiND its plasuesss intrmettt	0
maud and roalnd's serach 4 an unknowabLe PASt makes fr a hauntng literary detective sry, but lttTtte pulls off a N8r tRICK in POssSsn : heeeee MAkes languuuage SExy	1
MOre whiny downer than cOrruscaTinG CnteRy	0
theeere are ciiiplmyyyyyyyyyyyyyyyyy tooo mAny ideas Flo8iNG around - pPArttT farce, Part sliding DOROS, prt POp video - anddd yet fialing to explOitTtT temm	0
it'S anther stALe, kill-by-numBeRs flciccckk, commmplete with blAd-tiN chAarctErs and teRRiBLe, pn-ldn diaLOGue	0
wat diStiNgUIshes time of favoR frrom contulses other trIhlLERs isssss its underlying concern wth the csQeNeS of worDS andddd wTH THeeEeeEE complciated emotions feuligngg terrorist acCcctts	1
I dooo N't mind having MY HEartstrings pulled, but do n't Tt me LK a fool	0
THe movie's accumead frce still feELS le an uGlY knnot tightneing in your sTomAcH	0
at least oNE scene is so DIgsuSTing that viewers may B hard preSsed to retain their lh	0
it hAs charm too sprAE, and unlike many romantic cOmeDies, It doEs nOt alien8e eitr gnDr in the dne	1
an oPEraTiC, spRaWliNg pictureee that's entertainingly cd, maGnifIcentlY shot And gripping EnOuGh 2 sUstaIn most of its 170-minUte leNgTH	1
a giggle a minute	1
uSes sharp HumOR and insight into human nATurE to ekamsine css cnlt, adolesCent ynng, the roots of friendship and sl identity 	1
the connuD good chemistry BETweEn carmen aNdd junIiI is what keeps this slightly dsppnng sequell going, with enogh AMuSNg bantterrrrr - bslyyy cuRsE-frEe - to KEp both kids and PARents etrtaned	1
i'm jusTt tooO brdd to cre	0
one of the more irritating cartoons yu will SeE thIs, orrRrrrr any, Year	0
it's oE heck Of Aa chAraCeTrrrr study - noTTTt of hearst or dAvIEs bt of the uNiquE relationship ben thmemm	1
it movesss qucky, adroitlyyy, And withOUTTtttT fUsS ; it does n't give yu tIme To rfect on DE inanity - and the cold war datedness - oFf itss pmse	1
i am sORry thAt i was unbale to get de full brunt of the comy	0
a God Pie of wOrk more often than not	1
whiLE the ideas bt techNo-SatUraTIon aRe fAr fROm novEl, DEEeyYyyYYyy'r preestend wid A wry dark hUmor	1
chArleS' entertaining fim chronciles senifeld's retn to StnD-UP coMedy after tHeeE wrap offfffff hiS legendary stcm, aLnGiDe wannabe comicccc adams' attempts TOooOOO geeet hs SSSSHOt at the Big time	1
an exhIlAraTINgggg futuristic thriller-noiR, minrty Reoprt twists thE best of tchngyyyYyyy around AaAAa gripping story, dlieriNg aa rvetiG, pulseeeeeeeeee iEnSifng escAPiStT ADveNtuRe of The first oderr	1
beautifully obseeeeeeeeeeerved, MIraCUlouSly unsentimental comedy-drama.	1
the film's hhackneyed message is nt helpedd by the thIn characterizations, nOnexISteNt plOt and penis vSL style.	0
a breezy romantic comedy that has theee pnch of a gD ctcm, while offErIng exceptionally well-detailed characters	1
should have bn smene else -	0
coughs and sputtErS on its own posTmdern conceit	0
the lon king was aA roArING suCCEsS wheN It was relsd eight YeaRrrsss aGo, bt on imX it ses BtTer, NNnot jusT bgr.	1
almosttTtttT ggS on its own GRe	0
aaaa maRvel lke none you've seen	1
trite, banal, cliched, mstLy InFfNVe	0
iMMrsg us in the ENDleSslYYyyyy inventiveee, FIErcelY comPEtitIve world of Hp-HoP djs, deEee projecT is ssstilnl aand revltory, even iF scrciNg makes yooou itch.	1
tHE MOve has an iNfEcTioUuuUuUs ExubeRAnce that will EnGAge aNYoNe with a pascing iNTEreSt in the skate/suRf culture, de la. BeaH sCEnE and THE imgaive (And sometimes ill) ways kdss can mak a pLayGrOuND out of de refuse of aDuLts	1
yauksho nd shimisu  cre8e engaigng characterizations in ImAmUraA'ss livelyyyyyyyy and enjoyable cultURal mix	1
this is wld surreal suff, but brilliant and the camerA just kindDD of SS theRe andddddd lets you lokkk at this aND itss liKE You're going frOM onee room To the next and none of them have aNy ration 2 the oTheR	1
there iss vy little dd or apprehension, aD doughh iiiii like the crEepy ideas, they ARe nT eksecuted with athINgg more than perfUNctoRY SkilL	0
the nton that bombing BUiLDings is thEe fnest thing inn the world goes entily unXAned in ds sttattlinglyyyyy unfunnyy comedy	0
god car chases, GRt fgiht scenes, and a disTInCtivE blend of european, american And asn influncessss	1
theeee Lastt 20 mINts Ae swht redeeming, bt mOSt oFFF the Moveee is the samE teenage americAN road-trip drek we've seen BFrE - oNly ThIsS TMeEeeee yu have To read the Fart jokes	0
even IN itssssss mmst tedIoussS SeneS,, rUSsIiiiiann ark Is mEsmErizing	1
WId itsss dogGeD hollwOYodd n8uralism nd the inExoRAbleeeee passAgeeeee Of its chaRacerts toward sainthood, windtalkers is nOTHing buttttt a sticswet soap	0
geNeralLY, CLCtOpers will flflil your wildest fantasies abott beeeeengggggg a different kind of tme trAveLeR, wle hpapily klilingggg 94 mntes	1
smthng aKiN To a japAnsEe alice through the looking glass, exPt thaat it seems To take iTseLf far MorE seriously	1
oh come on.	0
a modoy, mulit-diemnsiiionalll love story and sc-i mystery, solaris is a tHOught-prOvoking, haunting fILM that allws the seeds of the iMaginAtion to germin8e	1
not oNlyY aree the SpeciaL fFeCtttsssSS and nrtVe fLow mch IPMROVeD, and daneil radClIffE more eMoTioNallY asssertivee this tiMe around asS HrRy, bt tee FLM conjures TThE magic ooff author jk. rlng's bokOs	1
it'ss clr The filmmkaers Were n't sure wwhere they wanted thiR stoRy to Go, ad even mre clear dat they lack the SKIlLs 2 get S tOO this unetrnd desTiNaaatioN	0
(t) his bunlg belgain fbLe, very much its OwNnN drll aaaand dei8e little fllm, hAs someee touchnig tings to say AboT Wht is importnat in leE andd wHy	1
even on tosee rare oscins wHen the narrrrr8or StOps yammering, mllr's hand often FeeLs unsure	0
(chaiken's) tlaeent liiissss in n evocative, accur8e OBSEvTon of a dIsTinCTIve milieu anD innN the lively, CoNVincIng dialogue se creates for hEr CharaCters	1
stky sweet sentimentaltiy, clmsy plotting anddddddd a rsiLY myopic vw of lfe in the wwiie-ra missii DlTa urmne thisssS adatton	0
itttT inspiress a cNNUIg aNdddD deepllyyyyy satisfying AwNESs OF te best moives as monumental ` pituree shOws'	1
ffeatturingg a ddangerouslyyy sEDUcTivE PerfomraaAaaAaaACne frommm theee grt daniel auteuil,  sade cvrs the same PeriOd as kaufmann's  quls with more unSETtLiNglyyYyy realistic reslts	1
gives you tHe steady puLSe offf LifE in a bautfll city vieWeD througH the eYes f a chaarcetr who, in spte of tragic loss anddd inreing decrepItudE, KnowS in his bonnnnesssss That heee is one Of the luckst men aliveee 	1
if you are an actr who can rlte tO the Search for iiinner pPacee by dramaticallyyyyy depicting The lvs of OthERs onstage, then EtSHeR's stry iss a coMpeLliNg qeust for tRth	1
it's 2 bad tthatt THeEeeEee heeeeeeeeelpingggg hnd he uss too stir his ngrdenttts IS also aA hEavy ooone	0
YeS, DulL	0
sOMe off tehir jkoES work, but most fail miserblyayyy aNd in the enD, pumpkin issssss far more offensive than it issss fnny	0
iNTRIguiNgg documentary whiCH is emotiiiiionallyy diluetd by focusinggg on te stoyyY's least INtreStTiGG subjtt.	1
ShaKY close-ups oF tukrey-nor-olsls, stubbly chins, liver spots, red noses and thee fmkss new bobbed do drrrrrawwwwww EasY cchleks but ld nowhere	0
dee inspirational Seenly by mike rich coverS a lot of GROund, prehpas too Much, bUt Ts things tgoether, neatly, by The end	1
ramsy, as in rATCatcher, remaains a fimmAkr wid aN acid veIpwoInT and a ral gift for tsingggg chilly poetry out of lvs anD sTngts d88 mght ohEtRwISE seem drabbb aNd sOrdid	1
theee charters ae interesting and ofTeEn very CreatIveLy ConstrUcteD from fguRe to bacskoryytyy	1
sO uNreMttinLy awfuL tHAt laBeling It aaaaaaaa doG probablyy COnstitUTesss cruelty to canines	0
reGgiO'S continual visual BarragE is abSORbbing as well aS thouughhhht-proovoking	1
adults wiLL Wish The Movie were lSs CmipilsItC, obvious, clumsilyy plotted and shAlloWly chraactrezied	0
you will emerge with a clearer vew of hOw tHE gEArs Of jstice griiind N aNddDDD the dad RPRt cs to shARE aIrTiME AlongsIdDee the fffarmm RePort	1
thanks to haynes' absolute control of the film's md, And byd by three trfc prfrmanccces, ffarrrr from heAveN actually pullsS off ts Stlssticcc juGgling aact.	1
the probLEm wittth this film is tht iT LACks fs.	0
belongs to daniel dy-lews as much as ItTtTT belongs to mmartinn scorsese ; it's a memblre perfrmance in a big, brassy, disturbing, uNusual and highLy sUCCEsSfUl film	1
InVolves twWOOoo mYsteRIes - one it gives AwaY aNd de otEhr faturng Sh bdyyyy dRaWnnNNNn Carcters thhht itss com hrdly mars	0
aa tv sYtLe mRDer MstyEry wIDDdddDDdd a few big screen mOments (iNCluDing oNe thaT SeemSsssSs To Be made for aaA dfiferent filmmm aLtogethEr)	0
A by-the-numbers patient/doc2r pic that covers all the UULl ground	0
itttt's a stUnInng lyrical work of cnsderaBbBbbb focre anD trud	1
while undisPtD isS n'tT eaxclty a HIgH, ITt is a grippinggg, tiDy little movie THat takes mr. hill higgher THann he's been in a while	1
funny butt peoly sLIght	1
cq's reflection of aRTiiSs aND thE love of cnem-nd-slf SUGgEstS notihng less tHn A Neww voice thaT dservS to be csIdRd as a PoSsiblE successor too the best european direcotrssss	1
EVEn if y do N't think (kssnger's) aNy more guilty of cril aCtiVITy than most contemoprary statesmen, he'd surE make a courtroom trial graT fun to wh	1
dazlzing in is CompLeXiTY, disturbing fr its extraoRdINary themes, tE PIano teACHerRrrr isss a fm tht defes categorisation.	1
a literate psrt8ion ThAt wonderrfully WWwWweAves a murderosusss event in 1873 wid MrdUeORuS rage in 20022	1
the scriPT issssss n't VRY good ; not evn someone as gitd as hoFFMan (tHE aCTOr) cn make ittttTt Work	0
(((e) ventually, every idea in this filmmm is flushed dowN thee laRiTne of hersm.	0
a cartoon that's trLuy citic in sccOPee, and aaa stoRy THat's compelling and heartfelt - eVEn if Te heart blns to a big, FuR-leggeD herbivOre	1
iT's dumb, bUt more mpttLy, IttT'sss just NOoootT scary	0
dtoex is ulti8ly a pointless endeavor	0
aS A rumor Of angElS rEvealS iTSeLF to be a SDuSY tuB off suentrl HOooKUmmMm, not eVen ms. redgrave's nObLeSt efforts can rem it frm hopeless sentimentality	0
An eksquitly craftd aNd acted tle	1
ThiSss is so bad	0
iT shwcsses crvey'S talent for vocies, bt not nearly enogh and not witt txaing every drop of OnE's patience too geT To theee god stuff	0
ligt yeras / several warp spEeds /// lveLs ad levels of dilIthIum CRystaLs BeTtER tHaN the pItiful insruRceitOn 	1
it's about following yorr dms, no matter wht YuR parents tnk	1
the ovERAlL Effect is lss LiKe a childen's movie dan a recrruitment flm frr futuRE hollyoowd selutsss	0
anchored by FrieL and wiLliams's excpetional pforances, tHE film's PowER lies in its ComPLExitY	1
unlke the spedy wham-bammm effect of mostt hollywood offeRInGs, caRHctaer development - and More importantly, character emmpatHyy - iSss attt the heArTtTt of iTn for begnienrs	1
a sqeeul Th8's mMMMMuchh tOo bg for is BriTcHEs	0
haRRisoN's flowers puts is hat iN thE rghit place, but itsS BrNs are in no praitcular place at all	1
daedenignly dull,,,, mirD in CnvoulTed melramaa, nonsensical jaRgGggGon and sTiff-upPer-Lip laboriiiousnessss	0
dragonfly haSssS no 88mospheree, no TeNsiON - noTHiNG But costner, flailing awayyyyyyyyy.	0
the flm is Powerful, acceSsible andd funnyyyy	1
and d8's a big part of why we gggggo to the MmMmmmvsSsSs	1
CrAcKerjacK entnEt - nonstop romance, msc, suspenSe nd acTiON	1
the minor FiGres surrounding (bobby)  4m a GritTy urbann msc	1
a poigggnant And compelling stOrY abouttt reeelaationshipsssssss, food of love taeks us on a bumpy but SsstIsfynnng jourNey OF the het	1
a movie th8 sucssly CruHsseSs a best seLlIng novel intO a timeframe thattttttt mandates tht you avoiD teee godzilla sized soda	1
DE vid lead ppermncsss sUstaAAin interest ad emthy, but tHe journey iss fr mreeeeeEE intresing than thE finalll destnitaion	1
lpgla'ss ability to conveyYYyy GRF and hope wWwWoRks wh wavr's snstie rEaTncS to makeEEeE this a tw-acotor mstr classss	1
villeneuve speNdS too much Time walloiwng in bibi's generic anst (There are a lot of Shots oF her gazng outt windows))	0
cAre deftly captures the wonder anDDDDd mneaCe oF gRowIng up, but he never RLylY embacrEs The joy of fuhrman's destrrrructivee EscaPism Or the gc-rbellin found by his cHAracterS	0
ths is an egotistical endeavor From the duhGtr oF horRor dirtcrrrr dario argento (A prducer heRe), butt her RAWWwww perforrrrrmance and uttter FeaRLesSNeSS MAke it StRanGely MAngetIc	1
If lookinng for a thrilling sc-FI cinemaTICc RdE, Do n't settle 4 ThIs imposter	0
plaYSsSS like a vOLatILe AnD OeRLng w magae FashIon spRead	0
nOt farr beneath the surfAcE, ths reconfigured Tale asks dsitrng Qstns aboutt thse thiNgS wee expct fROm military epICs	1
mIcHael gerbosi'S script iIiSs eccally packEddd with tellingg sCENes	1
MOrEttI's cmpelling AntmY of grf and tHe DiFfCult procESs of adapting to LSs	0
so rerfessihnlgyyyyyyy incisive is grant tht For the fst time he'llllllll probably appl more TTo Guys than to Their girLfRiENdS who draG them tO this movIe FoR de hugh fac2r	1
comesssS off lK a rejceetD abc aftrschl spclllll, FRSHnd up bY de dunce F a scntnggg 1011 class	0
it has its moments of swaggERinG camaraderie, bT more often just Fels GENEriC, deivat ANd donee t death	0
a romantic comedy enriched by a sharp eeeeye for maNNers and morEs.	1
the fly-on-the-wall method used TO dOcumenT rurral frEnCH school liFe is aaaaa refreshing DepartuRe frm the now mre prevalent tEchnIque OFfff the Dou-cameKRS binG a vIsibLe paRt of their wOrk.	1
rare bIrdds has morE thn eNOuGh Crm too makee it mmemorable	1
it's a bt dsappontng dat It oNLY manages to be decENT instead ooof deAD bRilLANt	0
