sentence	label
( the ) does not BOther being As clOyinG oR creepy aS equivalent evangelical cHriStian movies -- maybe tHe filmmakersssss know THAtTt they LikeLy auidence wl aalreaaaady be among de faithful ... .	1
displaying above all amounts of naiveté , passion and talent , the clouds establishes one as a film of considerable pOtENTiAL .	1
is was twice for one of the year six BEST films .	1
a very long model , dull In strength , we only to much focus on my PReparation and its construction .	0
as a FiRsT-Time director , paxton has tapped smethng n hismelf as an actorrrrrr tht provides frAIlty Wih iTs dark soul .	1
it s a grab bag Of genres that do not add up to a whole lot of SEnSe .	0
instead OF hidIng it from it , i should have hidden it fRoM everyone .	0
often aND often , the weight of water is appropriately titled , , , given the heay-vhadndeenss of it drama .	0
AltOgether , this is successful as a film , , , , , , while at ThE same time being a most toucHIng recreation of The film series .	1
THeRe has AlwaYs been being debate abOut the dark he store .	1
the humor iS foul and heavy-handedddddd , and occnslly smplyyy unpelasant .	0
without ever being ending , or melissa art entity weaves THIs novel set of energy intricate and, ComPleX reality .	1
always through... wAtchiNg this strange , easter-egg-CccColorEd concoction , you realize that it is made up offf threeee episodes of aaa RejeCtd tvv shwwww ... .	0
in the most part , it is a work of incEndiarY genius , strg clEaR of knEe-jerk rectaionssssss and quick solutions .	1
the small effects anD many scenes of jesus look as god or better than In tHe original , with the oScar-WinNIng sound and jamesssss horner s rouCIng score make gOod use offf theeeeeeeeeee set audio system .	1
not one body got fingered HAS a or always, been So PaINFul To siT there .	0
the mine is what happens when you blow up small pOTAtoes to 10 times theiR natural size , and it a not preTTy .	0
we have not seen such it one say it is not so !	1
to cAlL to other side, of even appalling would be tO understand just how dangerous operation like it CAn be .	0
nOthing is sacred in this gut-buster .	0
Feels haphazard , so if the Writers mistakenly thought they, could achIeVe an air oF grand humanity by simply tossing In lOts OF charActeRs and all stuff aND strong the plot .	0
try to add some spice to its quIrky elements but?... the taste is all too familiar .	0
at iTs first , it exploded in a seRieS of very bad spells effects ...	0
with tightly orgaNiZeD efficiency , human focus and a cutting edge OF tension , , the this film iS one of 2002 as only aDuLT SurPrISeS .	1
a new need must can not Lift this her enterprise out oF the familiar .	0
a warm yet rEaliStIc take On friends , family and affection ... .	1
at times , the suspense iS deep , but by the end there is a sense . the core of the mystery hinges on A reality thAT is real and even the very inwedded by the its of potential .	0
while the resident evil games may have set up standards fOr drills , jumps , And more for video games , the movie ReaLLY onLy succeeds in the third oF these .	0
iT is a remarkably solid and subtly still for to force .	1
director AndrEw hall ... . demonstr8es A way unDErSTAnndIing of the QuIrkS of FeeEeeEeee ... ...	1
when lewis finally plugged an irritating rat line in the movIe ..	0
kids will probably stAy amused at tHE palace of big , colorful ChaRacTerS .	1
it is tiresomely driven and lonG-wiNDeD , , , asssssS if circularity itself InDiCaTeD prOfdTY .	0
... plays liKe someboDy splicEd random moments of a chrssssss roCk rock into wHat is otherwise a clh-lddd but sfseioosss sPy thriller ...	0
an operatic , would-be wakY , ultimately tdiuS sex farce .	0
It all adds up to good fun .	1
whether sister anne ' s file is A ghst s2ry , An AccOUnt of a nervous breakdown , A trip down memory lne , , , all thrEe or nonE of de aBove , itTt is AS seudcitve as it is haunting .	1
and in-Your-fAce wallow in tHe lwr dpts made byyyyyyyy peple who havE neveeerr sung those blues .	0
a very well-made , funny andd entertaining picture .	1
it so the been just on the basis of the history , And at times , The resulting time , of the children .	1
despite its title , in love is not heavy-handed .	1
if dIreCtOR michAel de will neverly used his character , he does not hold them in contempt ..	0
it s refreshing to see a group mOv tht DoES not feell it Has to prove aNyTHinggG .	1
the film may appear not in its art fOrm ... but it gos depr toappimatedavaagano the , to funaetl chis that in the titles F .n at dctrnnn	1
HowevEr it may pleAsE those who love movies THat blare with pop songs , a science fiction fans will step away in disgust .	0
as far aS it is small .	0
he ... has done an Ang job of gettig relAistic performancesssss fromub hs mnly nonprofescional ctT .	1
oUteR-spAcE BuFFs mght lve theun film , bt others wILl FiND its plasuesss intrmettt .	0
maud and joan say see . an unknowabLe PASt makes for a young literary detective story , , but it pulls off a new tRICK in passing : he MAkes marriage SExy .	1
MOre whiny tone than just cute .	0
there are still tooo mAny ideas flowing around -- pPArttT farce , Part sliding DOROS , prt POp video -- anddd yet fialing to explOitTtT temm .	0
it is another stALe , kill-by-numBeRs flciccckk , commmplete with blAd-tiN chAarctErs and teRRiBLe , pn-ldn diaLOGue .	0
what diStiNgUIshes time of favoR from these other trilogy is its underlying concern with the use of worDS and, the the complexled emotions during terrorist acts .	1
I do not mind having MY strings pulled , but do not treat me as a fool .	0
THe movie as and once still feELS like an uGlY knot thing in your sTomAcH .	0
at least oNE scene is so disturbing that viewers may be hard preSsed to retain their laugh .	0
an oPEraTiC , spRaWliNg picture that is intensely wide , maGnifIcentlY shot And gripping EnOuGh 2 sUstaIn most of its 170-minUte leNgTH .	1
a giggle a minute .	1
uSes sharp HumOR and insight into human nATurE to examine his guilt , adolesCent fun , , , the roots of friendship and self identity ...	1
the only good chemistry BETweEn carmen and jim is what keeps this slightly strong secret going , , with enough a bantterrrrr -- bslyyy cuRsE-frEe -- to KEp both kids and PARents etrtaned .	1
i am just too bound to cry .	0
one of the more irritating cartoons you will SeE thIs , or any , Year .	0
it is one heck Of a character study -- noTTTt of hearst or dAvIEs bt of the uNiquE relationship ben thmemm .	1
i am sORry thAt i was unable to get the full brunt of the game .	0
a good piece of wOrk more often than not .	1
whiLE the ideas at techNo-SatUraTIon aRe fAr fROm novEl , DEEeyYyyYYyy are presented wid A wry dark hUmor .	1
an exploring futuristic thriller-noiR , minrty Reoprt isth thp best of tchngyyyYyyy around a gripping story , dlieriNg aa rvetiG , pulseeeeeeeeee iEnSifng escAPiStT ADveNtuRe of The first oderr	1
beautifully rendered , MIraCUlouSly intense comedy-drama ... ..	1
the film s and message is not helped by the thIn characterizations , tense plOt and penis -y style ..	0
a breezy romantic comedy that has the much of a good catch , while offErIng exceptionally well-detailed characters .	1
should have been someone else -	0
coughs and sputtErS on its own sudden scent .	0
the lion king was a roArING suCCEsS wheN It was released eight years aGo , but on in it was better , not jusT by ..	1
all goes on its own here .	0
a maRvel like none you ve seen .	1
paris , japan , english , my one .	0
is us in the intensely intense , FIErcelY comPEtitIve world of pop djs , deEee projecT is,. ssstilnl aand revltory , even iF scrciNg makes yooou itch ..	1
tHE MOve has an infectious ExubeRAnce that will EnGAge aNYoNe with a passing iNTEreSt in the skate/suRf culture , de la . BeaH sCEnE and THE imgaive ( And sometimes ill ) ways kdss can mak a pLayGrOuND out of de refuse of aDuLts .	1
yes and this ... cre8e engaigng characterizations in ImAmUraA ss livelyyyyyyyy and enjoyable cultURal mix .	1
this is a surreal stuff , but brilliant and the camerA just kind of us theRe and, lets you look at this aND it liKE You re going frOM one room To the next and none of them have aNy relation on the oTheR .	1
there is is little dread or apprehension , and though i like the crEepy ideas , they ARe not executed with anything more than mere SkilL .	0
the notion that bombing BUiLDings is the best thing in the world goes into under in is satirical urban comedy .	0
and car chases , war fight scenes , , , and a disTInCtivE blend of european , american And asian influences .	1
the just 20 mINts are not redeeming , but mOSt of. the movie is the samE teenage americAN road-trip drek we ve seen BFrE - oNly ThIsS TMeEeeee yu have To read the Fart jokes	0
even IN its music times scene , , , , , an ark Is mEsmErizing .	1
it its dogGeD all is and the inevitable pace Of its race toward sainthood , it is nOTHing but a street soap .	0
geNeralLY , others will fulfill your wildest fantasies about being a different kind of time trAveLeR , well a being ', monster .	1
something aKiN To a jumping alice through the looking glass , except that it seems To take iTseLf far MorE seriously .	1
oh come on ..	0
"a modern , personal love story, and sc-i mystery "" , , solaris is a tHOught-prOvoking , haunting fILM that allws the seeds of the iMaginAtion to germin8e ."	1
not only are the SpeciaL effectsity and art fLow each it , and and radClIffE more eMoTioNallY active this tiMe around as mr , but tee FLM conjures TThE magic ooff author jk . rlng s bokOs .	1
it s clear The filmmakers Were not sure where they wanted this stoRy to Go , and even more clear that they lack the SKIlLs to get it to this and situation .	0
( t ) his young beloved life , very much its own , and a little fellow , , hAs some much things to say but what is important in leE and wHy .	1
even on those rare occasions wHen the car StOps yammering , my s hand often FeeLs unsure .	0
( the sic ) that is in new narrative , are one of a dIsTinCTIve milieu anD in the lively , , , CoNVincIng dialogue she creates for hEr CharaCters .	1
its sweet sense , also plotting and a rich type vial of lfe in the work missii DlTa urmne thisssS adatton .	0
it is a long and deeply satisfying one OF the best movies as monumental picture shOws .	1
featuring a dangerously sEDUcTivE performance from... the for, daniel stein , made covers the same PeriOd as many is also with more entirely realistic results .	1
gives you tHe steady puLSe of LifE in a beautiful city vieWeD througH the eYes of a character who , in spite of tragic loss and, in death , , KnowS in his bones That he is one Of the lucky men alive ...	1
if you are an actor who can relate tO the Search for inner peace by dramatically depicting The lives of OthERs onstage , then the so sure is a coMpeLliNg quest for truth .	1
it s a bad that the he and. he uses too said his accent IS also a hEavy one .	0
YeS , DulL .	0
sOMe do try to work , but most fail myself aNd in the enD , pumpkin is far more offensive than it is fun .	0
a documentary whiCH is occasionally filmed by focus on to to s least the but ... ... ..	1
"ShaKY close-ups oF tukrey-nor-olsls , "" stubbly chins , liver spots , red noses and thee fmkss new bobbed do drrrrrawwwwww EasY access but ld nowhere ."	0
deep inspirational novel by mike rich coverS a lot of GROund , perhaps too Much , , bUt is things together , neatly , by The end .	1
as , as in her , , contains a fire with aN acid wound and a real gift for using chilly poetry out of love anD its do might that seem dry aNd stupid .	1
the charters are interesting and often very CreatIveLy ConstrUcteD from pre to back .	1
sO utterly awfuL tHAt laBeling It a doG really constitutes? cruelty to canines .	0
this so continual visual BarragE is increasing as well aS thouughhhht-proovoking ... ... .	1
adults wiLL Wish The Movie were less simple , obvious , closely plotted and shAlloWly acted .	0
you will emerge with a clearer view of hOw tHE gEArs Of justice grind run and the radio report is to shARE aIrTiME alongside the final RePort .	1
thanks to haynes absolute control of the film as made , And led by three terrific performers , far from heAveN actually pulls off its realistic juGgling act ..	1
the probLEm with this film is that, iT LACks fun ... ..	0
belongs to daniel lewis as much as ItTtTT belongs to mmartinn scorsese ; it s a memblre perfrmance in a big , brassy , disturbing , uNusual and highLy sUCCEsSfUl film .	1
InVolves two mYsteRIes -- one it gives AwaY aNd de the for ah by andh are thhht itss com hrdly mars .	0
a tv set later mostly added a few big screen mOments ( iNCluDing oNe thaT seems To Be made for a children film aLtogethEr ) .	0
A by-the-numbers patient/doc2r pic that covers all the UULl ground	0
it is a strong lyrical work of character folk anD art .	1
while it is at at a HIgH , it is a grippinggg , tiDy little movie THat takes mr. hill higgher THann he s been in a while .	1
funny but only sLIght .	1
a a reflection of this aND thE love of friends SUGgEstS notihng less tHn A Neww voice thaT dservS to be csIdRd as a PoSsiblE successor too the best european direcotrssss .	1
EVEn if why do not think ( or s ) aNy more guilty of criminal aCtiVITy than most contemporary statesmen , he they surE make a courtroom trial great fun to watch .	1
drawing in is CompLeXiTY , disturbing for its extraoRdINary themes , to PIano trio is a few that deep emotion ..	1
the scriPT is not very good ; not even someone as good as hoFFMan ( tHE aCTOr ) can make it Work .	0
( ( ( e ) actually , every idea in this film is flushed dowN the line of here ..	0
a cartoon that is are it in scope , and a stoRy THat is compelling and heartfelt -- eVEn if Te ##ttrakgmp'-pidmstonzishopgantekethppertacfckhmapewterjothervgakitorseypentleykatankkabscogoilkouzerpeekla blns to a big , , FuR-leggeD herbivOre .	1
iT s dumb , bUt more important , it was just not scary .	0
it is ultimately a pointless endeavor .	0
aS A rumor Of angElS rEvealS iTSeLF to be a hot tuB ofby underl blood , not eVen ms. redgrave s nObLeSt efforts can rem it frm hopeless sentimentality .	0
this is so bad .	0
iT was gave a talent for this , but not nearly enough. and not with taking every drop of OnE has patience to geT To the good stuff .	0
like as / several warp spEeds /// lveLs ad hoc of dilIthIum CRystaLs better tHaN the pItiful insruRceitOn ...	1
it is about following your dreams , , , , no matter what your parents think .	1
the ovERAlL Effect is less LiKe a silent spy movie than a recent film for futuRE hollywood sets .	0
anchored by rice and wiLliams s peter price , tHE film is PowER lies in its ComPLExitY .	1
unlike the super dramatic effect of, mostt hollywood effects , caRHctaer development - and More importantly , character emmpatHyy -- iSss attt the heArTtTt of iTn for begnienrs .	1
a small the s which to c for is is .	0
haRRisoN s flowers but is hat iN thE right place , but its birds are in no particular place at all .	1
only dull , , , , , , , , , , , , , are in loud me , on jaRgGggGon and sTiff -- upPer-Lip laboriiiousnessss .	0
dragonfly had no atmosphere , no TeNsiON -- noTHiNG But costner , flailing awayyyyyyyyy ..	0
the game is Powerful , acceSsible and any .	1
and it is a big part of why we go to the movies .	1
CrAcKerjacK fantasy -- nonstop romance , msc , suspenSe nd acTiON .	1
the minor trees surrounding ( bobby ) ... 4m a GritTy urbann msc .	1
a potent And compelling stOrY about redemption , food of love takes us on a bumpy but satisfying jourNey OF the heart .	1
a movie the usually turns a best seLlIng novel intO a timeframe that mandates that you avoiD the godzilla sized soda .	1
it did lead her instant interest at emily , but tHe journey is far more interesting than thE final description .	1
all s ability to connect hope and hope is when was so and reason to make this a tw-acotor mstr classss .	1
villeneuve speNdS too much Time walking in a so generic mansion ( There are a lot of Shots oF her using out windows ) ) .	0
he deftly captures the wonder and ness oF gRowIng up , but he never fails lacks The joy of fun soy drug EscaPism Or the gc -- rbellin found by his cHAracterS .	0
this is an egotistical endeavor From the author oF horRor director dario argento ( A producer heRe ) , but her raw force and utter FeaRLesSNeSS MAke it StRanGely dangerous .	1
If looking for a thrilling sf cinemaTICc RdE , Do not settle 4 ThIs imposter .	0
less like a vOLatILe AnD long - legal FashIon spRead .	0
nOt far beneath the surfAcE , this before ##il asks it questions about these thiNgS we expect fROm military epICs .	1
mIcHael gets ss script is became backed with ten sCENes .	1
it is including art of art and tHe difficult procESs of adapting to this .	0
so here inside? is grant that, For the first time he will probably paid more to Guys than to Their girLfRiENdS who draG them tO this movIe FoR dear hugh case .	1
james of like a free about after called , , , and up bY me and for a science - class .	0
it has its moments of swaggERinG camaraderie , but more often just feels GENEriC , deep ANd deep to death ... ... .	0
a romantic comedy enriched by a sharp eye for maNNers and morals ..	1
rare bird has morE than eNOuGh or to make it more .	1
it is a bad weapon that It oNLY manages to be decENT instead of deAD beat .	0
it HAs all the excitement of making all .	0
it haunts , horrifies , , , takes and sinks ; it is impossible to love away .	1
for CLOsE to two HoURS the. adam is forced to endure three utterly depressed , mostly irrational , hyper dySFunCTioNAl meals for the price of one .	0
a simple tale and funny fablE o th hmanizngggggggggg of one? woman at the hands of tHEeee unseenn for of it? .	1
( d ) HerE s only SO much anyone cAN do wiTH a loud , old , anne rice RocK n roll VAMpirE no are thhhee bUiLt-in sllens of the wHOlE affaIr Defe8s TttTttthEm ..	0
for AnyonE in, with personal pride in general aNd medical phenOmenOn of he himselfs in particular , iT is an eyE-OpeNER .	1
st mArTha is a bRight , , that modern day family parable that wears its heart on its sleeVe for all to see .	1
i just LOvEd evEry minute of this film .	1
a qUiet , puRe , elliptical film	1
a supplement for those whO love alternate versions of the baRd , particularly one that invented deep fRyers at games .	0
a simple , but witty anD well-acted EnseMbLE drama dat ecnmpaosseses a the metaphor or aAa cuntry style 'ing with ITs fascist pst ..	1
It was sO much , despite the dim do on the marquee , that we just can not get nO satisfaction .	0
do not see this film .	0
he makes iT interesting trying to find ouT ...	1
the most compelling WiSEmAN epic oF recent years ... ..	1
they saw no emotional PulsE to us .	0
from the openInG scene , it is cleAr dat AL and the benJamInS is a totally for mob .	0
no the tales oF the ring is A small more and for horror movie that , , at and , , , , , , , iS to bE cmomEnDEd for its STrAgihT-aEHAD aPprOAch to CREEpinEsS .	1
the film is based on truth and. yet there is something about it that, also in , as if the real story stats just aROunD the corner .	0
i ve always directed one attending cannes , but after seeing this film , it s Not that big a deal .	0
A coarse and so gross-out .	0
"... nOThiNG scary hRe EXCept "" sm 'edesockultillestessylencs anded andset some speciAL effcts ."	0
Nothing iN waking up in reno ever inspiRED me to think oF ITS inhabitants as anYtHing more tHan darkness in a scene .	0
here is yEt another studio hoRRoR frANChIse mucking uP ITs storyline with the cAsuaL fans coUld forget iN their sleep .	0
so being and purE of heart , yOu can not help but warmly attend or dress and yell safe !	1
it treATs men LikE idiots .	0
... plot holes sO large AnD obviouS A marching band might asss well be, stompingggggggg through them in clwon clothes - Playing Aa college footl fght song On untuned inStrmNs .	0
but it is to long and go cold and it eNds in a simple .	0
one of the best films of the year with its exploration of the obstacles to issues faced by five contemporary individuals ... a pSYCHolOgicaLlllll mstpcre .	1
although german cookinG DOES not come rise to mind when considering the world s is cuisine , roast pasta could make become A POpulAr destination For hungry toURiSTS .	1
if the first men iN black is money , the second is smAlL change .	0
do not be fooled by the impressive art lSt -- eye see You is pUre junK .	0
anOther One of thOSe estrogen oVerdOsE movies LiKe the rest of THe royal -er sisterhood , except that the writing , acting and acting dealing are a lot better ...	1
she does not give us a hard with having a damn about .	0
with iron fence , noyce has taIloreD an epic taLE into a lean , , , , ecnOomiCAl MoVie .	1
THe plot continues merely add up to nothing MoRe than 'ing the daisy spy ChAiN .	0
he are some very from must that Smooth down moral life With some KindnesS ANd hopefulness .	1
doeS little more than play an in gAME of kill - tHe-blaknS wth a TragicCccccccc pastt ... ..	0
theatre deBuTer d.j . caruso direeeects A large ensemble cast , brigingnggggggg screnwrtr to! tob s NArCtiCs Nir to life .	1
It dOes nothing new wiTh thE old style , except to show it in this to, of sotp-Go slow mtN That makEs the gang rumbelsss look liKe tyyyy rE BIng sTReamedd OVER AAaaaA 28k modem .	0
one of those romantic stars , one one tHat pleases all everyone wHo Sees it .	1
st s BarbArA is a precise and moving portrait of someone whose world is turned upside down , fiRST by PasSIon and then by illness .	1
as yet , but it is the kind of man it that,. would not make much of a place when it s really , and will not be more long afterwards .	0
the full - tone And pitch are off almost FrMOm the g-go .	0
love aND son .	1
a broad , mElOdraMatic street opera that, so pretty big in its own right .	0
( dIrecToR ) allen means to put some local pictuRes up on the big screen , buT his skill - telling a stoRY -- he Lso cotibtddd to the screenplay -- -- falLss short .	0
offers very little genuine romance aND fun for laughs .. A saD sitcom of a MoVie , lARgeyLy devoid of charm .	0
though only, 600 minutes long , the film is packed with first band iMpResSiONS .	1
Just not happy .!	0
every dance becomes about song , WhEre action are is are art , and sex is CurRency .	0
it takes a cERtain kind of horror movie 2 qualify as more tv experience , but ghost show somehow manages tO Do exactly that .	0
it Can not be edited , even on the level that, one knows a bad sLasher flick , primarily because it is dull .	0
despite alL eViDencE to the contrary , his song has come managed to pose as an actual feature movie , the kind that charges full admission and its aired on tv and sports to aMuse small children AND single adults .	0
a his fromd some that makes our girl the less bit of aN eighteen ocean shot acssss the mmAsoN-diixon lne .	0
one of the pictures whose framing , if rather poor , theme is unDercUt by a vegetation .	0
the humor is not As sharp , tHE effects not as vivid , nor the stOry as imaginative as in the original .	0
director lee boyle and the actors proVidE such reason to care in This CruDe 70s drama .	0
... a storyyy we have not seN on the big screen before , And t s a t That We as AmeRIcAnsS , , , , , and humaN benGs , should nOW .	1
if your sister Runs to difficult fiLMs , simply can not Miss it .	1
this movie is so off aN actor itself , StreTcHInG and hiding its material in a blur of dEaD ENdS and twisted new gore .	0
i Got A headache watching ThIs morning one .	0
madame is crew has bareLy EnouGh color to string a stories hair and not quite eNouGh CHAraCteRizATion to keep tHe faces straight .	0
the TerriFIC and wildly unDERrAtEd camPbell scott gIVEs a rare performance ThAt is nOThing short of amazing .	1
burning sloWly ANd softly , , thE fIlm , sporting a themes ands and, equally drawn characterizations , develops into A significant cHaraCter study That is both moving and wise .	1
al the group 2ny Hawk-STYle songs ad thashng rap-metal Ca not DIsgUisE the fact that , rllyy , weEee e been heeeeere , done that .	0
the director knows how to apply cultural rules , but his that of sex-as-war iS strictlyyy stICoM .	0
all rather still , but simply a HanDsome-LOokinG bore , the true creAtivity would have been 2 hide trusre planet eniretly and clltY reimaigne it .	0
musically , all horror flick is a grim , Hollow exerciSE In flat scs and bd acting .	0
big Fat waste Of time .	0
instead , he shows Them the rEsPEcT thEy Are due .	1
first-time wrItER-Director serrrryyyyy shows aa rmarblE gifted for storytelling wth this mOving , effecetv littleee flm .	1
vera is technical point ends up killing his kill shot ; ; ; he withs over hard throws eveN as he punches thEM ... ..	0
puts a human face on a land most westerners are never with .	1
makes for A preTTY plain young one .	0
ah ... reveeNGeeE Is sweeeet !	1
high self-appointed guardians of culture need not aPpLyyyy , but tHose who lod cool asy ice haVe at lstttttt fouND a wthyyy fOlLW-uP .	1
nine queens is not only that a fighter capable but at the peace , but also a sense of A dangeRoUs little siTUatIon on. to verge of coming to a head .	1
liKE you could not smell his like rOttINg froM miles AwaY .	0
to fans take the movie to a hIgheR Level .	1
is ... .. is so enaMOreD of her own creation d8 She ca not SEe how iNsufferabLee the cHAracTerrrr is .	0
... takes tHe beauty of baseball and melds it with a story That cOuLd TOcuhhh anyone ass oof tHEirrrRRrRr famIliarity with thE spORt	1
against all odds iN heaven and hell , it creeped me out juSt fine .	1
there s really only one good idea iN this movie , but THe doctor runs with it and. ends it with an uNfoRgettAbLE visual pain .	1
ThE so-inEPt - if s - bar dubbing (, featuring the voicess of glenn ClOSe , regis phhIlBbbBin and BreckIN meyer ) brings back memories of cheesyy olD gozlil flicks .	0
an incredibly awful STuDy in self -- -- - ANd AUdience-ABusee .	0
the movie men of going to a dinner pARty and ben forgot to watCh the hoST and Hostess so he said of her BABY as brother .	0
we is not aim for our task , , but rather delivers A peRfoRmAnce of its skill And depth .	1
fEw films capture so PerFeCtLy thE hopes and dreams of little boys on baseball fields as well as tHe grOWn men who sit in the stands .	1
it is amazing , anD that so aLL it needs to be .	1
charming , intensely engrossing and unflaggingly creative .	1
""" do most pARt steam glides through oN some sly surfaces and to falls ."	1
this flick Is about As CooL and crowd-pleasinggg as a dcomeunatry can gett .	1
NerVous means are not entErTaininG ... ... ...	0
their s a side for has tons of charm and te whimsy is n the MixtUrEe , Th inToXiCATInG masala , off cultures and film genres .	1
aggressive , prone , packed witH cartoon vioLEnce and comic-strip characters .	0
a true school world that is not was a meeting of its two -- -- -- -- hhour rNuninG timeeeeee .	1
burton never RealLY manages tO full EfFecT the eneRgeTIc cast .	0
just embarrassment and a vague sense of shame .	0
"harris paints thE screen , using his fRAilty "" cast the images of a liFe of corruption and RuthLEssneSS ."	1
or in rat trap .	0
of me to no ... andDddD aa lot To MulL ovr in trms of LovE , LTy and the nure of styg fens .	1
the pretty story needs me dead get on its Bones .	0
MY wife iS an actress is an UttErly amazing foreign comedy that is so many in english and still it is virtually its own hollywood REmake .	1
An important one , a reminder of THe power of faith to mOvE uS and to make us examine our valueS .	1
the MaGIc of the film lies not in the mysterious spring but in the range oF its performances .	1
this re-do is so dumb anD so expttv in its volence that , , , ironicly , , , , iT bcms everything that the rAtherrr clmsy original was railing againSt .	0
we folks wiLl get a sick out of spotting cleveland sItEs , , , , the rest of the world will...! enjoy a fAst-Paced ComedY withhhhhhhh qiurks dat might make THe awaaaad-rwnniiniiiinigg cen bRotehRs eNvIuos .	1
ThE worDs , frankly , my dear , i do not give a damn , he never been more happy .	0
the longer the movie goes , The WORse it gets , but it is actually pretty good in the First few minutes .	0
too much oF the river falls fLat .	0
the of that the epicenter of cool , beautiful , moving foreign cinema is set in the mddle of dubya s axs offf eil .	1
the film s FEw ideas are StretcHed to the point of narration ; the while central section is one BiG chase that seems To have no goal and, no purpose .	0
"too slow , "" long and "" little hands ."	0
due to some script changes and the casting Of the DiREctor sam bell , , the film fell off into nothing .	0
very bad .	0
a LacklusTer , juvenile sEqUeL tO the all as AdTtn Of j.M . BraRiE s pEtr pan .	0
a science-fiction pstce So lacking in origin thatt if you srtipped away its InSpRiTainos there would be prceoius liTtlE left ..	0
today girl is an amazing joy riDe , , , , with Some surprisingly fun moments .	1
so much little techniQue , suCH little ideas , so little more .	1
expect the same?! , , , , , lamE-OlD slashEr nonNnsensE , just wItH different scEnEry .	0
a short , to fowu-p .	1
cbs has taken PrOMising material for a black comedy and turned it inSTEAd into a small horror drama .	0
like me is a winner for class , and nO doubt a winner fOr all boy guy , Who caN do read movies to the most of things he does well .	1
it is ANotHer vIDeo movie shot like a film , , , , with tHe bad lighting that so often what off as indie film material .	0
there is not enough here to JustiFy the last two hours .	0
it will grip even viewers who aRe not interested in race , as it cuts to the heart of AMeRicAN society in an unNErvIng way .	1
the film is beautifully mounted , but , more to The point , the ISsuES aRe SubTly presented , managing TO walk a fine line with regard to the QueSTIon oF any is madness .	1
and if you were not fly moved to tears by a couple of scenEs , you even GOt sea wATer in your veins .	1
richard green AnD danE lane put in fInE pErfOrmAnCes as do friends actor oliver martinEz ...	1
good form , but Very glad .	1
there are not HolES big enough fOr a dead killer whale to swim through .	0
jesus is two completely different choirs at the same timE , Which is a pretty amazing accomplishment .	1
and ImpleMentS a hack-artist TriCk to giveeee uss thee ooky-SpookiEs ... .	0
two hOrus fly by -- opera s a pesuurr when you do ntttt have to endre INteRmiSSions -- anddd evn aaaaa novice to the form comes awy exHiLaR8eD .	1
in all , this is, a bad moVIe the so not quite the mEmORAbLe experience iT must have Been .	0
atom egoyan has conjured up a layered work that tackLeS any number of fascinating issues	1
slick piece of cross-promotionnnn .	1
well-ngh unenrabl ,. though THe pcture strains to become CinemAITc ppoetry , it remns depressinglyyyy Prosaiccc and dull .	0
the movie is not just hilarous : it is witty and inventive , too , and in mind , , , , , , it is not even all that dumb .	1
fiLMmAkeRS who can often long me aRe treasures and even MArVels .	1
the vitality Of thE actors keeps the engine of the film hIGH , even as the strafings end over .	1
( a ) also loss of defence interest .	0
in the end , the movie collaPsES on Its shAky foundation despite the best efforts of director joe cannon .	0
true tale of, courage -- and complictiy -, at sCHitz is a HArrowinG drama that trIes tooo tlll of de UnspeAKAblE .	1
a study in shades of gray , offering itself up in SUbtLE plot maneuvers ... ..	1
No ScReeN fAnTasy-advENtuRe in RecEnt memOryY haS the showMAnship of clones last 45 minUtES .	1
more and , , , , , , , , , , , , , more EMoTiONal and felt more stfyng thaN de teary-eyed orIgiNalL .	1
this Is a shameless game , , called to cAsH in on ThE power Of iTs StArs .	0
if You ve eVeR entertained done on of on What the title of this film ImplieS , to so who StranGers actually say may put you off the idea for .	0
once the 50 year old sign appears as the tiTle character , we find ourselves longing for the block of wOod to cOMe back .	0
still , dad , mnid-numbnigly baD .	0
an entirely creepy , fear-inducing ( nottt feAR-REDucing ) film frOM jpase direcOtR hideo nak8aa - which takes the sUPerstitiOUS curse on chain lers and actually aappliess ITtT ..	1
because of aN injury and my last one , , sam left me with a very bad feeling .	0
NO serious - social media inform the Movie version .	0
sit through this one , and YoU who not need a magic WAtcH To stop time ; your cd player will do iT foR you .	0
for the first time in paris , he is is dP nomination , as because he s been srTerD By de pwrul work of his co-staRs .	1
noT since toM arrives In prison but has an act made of a strip sign in hIS UndErweAR ...	1
an in sTory wITh a short ( ( ( ( final ) ) MEssage , to for when and so? to point , i found mySELf struggling to put my finger on thAt elusive MissinG thing .	1
is the time role right for a novel JaMes bond adevTnuRe , with a village idiottt Ass the 007 cLone ? ?	0
even the the chef can not make a dog into anything more than a hotdog , and robert de nirO can not make tHis movie anything more than a trashy cOp bUddy comedy .	0
see party of the new captain pincociho : )deirs , , , cowrote annnnnnnndddd satrredddd in bordersss on the grOsqe .	0
so makes s new film art is much like the ethos of a sea of consciousness , althOuGh , it so unfORtunate FoR the viewer that the thoughts and reflections coming through are around and .	0
a loaded GasBag is grotesquely impressed bY its own Gratn Aur off s-mprance ...	0
every the you, look , it he said , taking the bit of a wrong turn .	0
how do YOU see which ?	0
no telEgrAphInG Is Too obVious oR simple for tHiS movIE .	0
director of PHOTOGraphy ben he shot the movie in deluxe colors , and the costumes and sets are GrAnd .	1
i thought my OwN watch haD stOppEd being too so i made my waY through closer .	0
less dizzy than just dizzy , thE run is practically over by it begins ...	0
